Date,XIC.TO,XST.TO,ZIN.TO,XFN.TO,XMA.TO,XUT.TO,XIT.TO,XEG.TO,XRE.TO
2005-01-04,56.3202,,,38.9000,,,8.5643,49.3000,11.8421
2005-01-05,55.6498,,,38.4700,,,8.4746,48.3500,11.6903
2005-01-06,55.6901,,,38.2400,,,8.5083,49.1000,11.7409
2005-01-07,55.4801,,,38.0500,,,8.4410,48.9100,11.6903
2005-01-10,55.3900,,,37.9900,,,8.3962,49.1800,11.7915
2005-01-11,55.4501,,,37.9200,,,8.4186,49.4200,11.7409
2005-01-12,55.4501,,,37.6500,,,8.4522,50.1700,11.7915
2005-01-13,55.2499,,,37.5600,,,8.3513,50.6600,11.8927
2005-01-14,55.6601,,,37.7300,,,8.3962,50.9200,11.8927
2005-01-17,55.6498,,,37.8700,,,8.2841,51.0800,11.8927
2005-01-18,55.7600,,,37.9100,,,8.4634,51.7000,11.8522
2005-01-19,55.7000,,,38.0000,,,8.2729,51.4200,11.9433
2005-01-20,55.5799,,,37.9000,,,8.2392,51.0600,11.9433
2005-01-21,55.4702,,,37.7800,,,8.0711,51.2000,11.9433
2005-01-24,55.3999,,,37.7600,,,7.9366,51.6500,12.0445
2005-01-25,55.7600,,,37.9300,,,7.9814,51.9700,12.0951
2005-01-26,56.1402,,,38.1400,,,8.1944,52.2800,12.1457
2005-01-27,56.0900,,,38.1000,,,8.1047,52.5700,12.1964
2005-01-28,55.8899,,,37.9000,,,8.1159,52.3000,12.2976
2005-01-31,56.0999,,,37.9900,,,8.2953,52.4900,12.2470
2005-02-01,56.6400,,,38.0200,,,8.5083,53.2600,12.2470
2005-02-02,56.8899,,,38.1500,,,8.4074,53.7700,12.2470
2005-02-03,56.7501,,,38.1000,,,8.4074,53.7500,12.3988
2005-02-04,57.1201,,,38.2200,,,8.4410,54.3600,12.3988
2005-02-07,57.3798,,,38.7900,,,8.4634,53.8900,12.4291
2005-02-08,57.2401,,,38.7600,,,8.5083,53.7500,12.4899
2005-02-09,57.4300,,,38.9500,,,8.5083,54.0900,12.5506
2005-02-10,58.1801,,,39.4000,,,8.3850,55.7000,12.6417
2005-02-11,58.4999,,,39.4300,,,8.4746,56.1500,12.6012
2005-02-14,58.6002,,,39.5000,,,8.4298,56.4500,12.5405
2005-02-15,58.5800,,,39.4500,,,8.4298,56.7400,12.6518
2005-02-16,59.1501,,,39.4500,,,8.4634,58.0000,12.5506
2005-02-17,58.8501,,,39.4200,,,8.3962,56.7300,12.3988
2005-02-18,59.1501,,,39.5300,,,8.2953,57.8000,12.3381
2005-02-21,59.2500,,,39.7400,,,8.2953,57.8800,12.2470
2005-02-22,59.0100,,,39.4000,,,8.1047,58.1900,12.3988
2005-02-23,59.2500,,,39.5900,,,8.1495,58.6100,12.2571
2005-02-24,59.1999,,,39.4300,,,8.0374,58.6500,12.3178
2005-02-25,59.6898,,,39.7500,,,7.9366,60.1100,12.2976
2005-02-28,59.3100,,,39.7200,,,7.8357,59.2300,12.3381
2005-03-01,59.6701,,,39.8800,,,8.1271,59.1800,12.3381
2005-03-02,60.0001,,,40.1400,,,8.1720,59.8900,12.5000
2005-03-03,60.4301,,,40.3000,,,8.1495,61.2400,12.5506
2005-03-04,60.8600,,,40.4200,,,8.1159,62.0000,12.5506
2005-03-07,60.5501,,,40.4900,,,8.0374,61.1800,12.5911
2005-03-08,60.6898,,,40.5700,,,8.0038,60.9800,12.5506
2005-03-09,60.0301,,,40.3300,,,7.8805,59.9100,12.4291
2005-03-10,59.3301,,,40.1700,,,7.8469,57.7300,12.2470
2005-03-11,59.2599,,,39.8500,,,7.7572,58.7500,12.2368
2005-03-14,59.4802,,,39.9400,,,7.9590,59.0500,12.1964
2005-03-15,59.5299,,,40.1000,,,7.8917,58.8000,12.1356
2005-03-16,59.5501,,,39.9500,,,8.1495,59.4100,12.0445
2005-03-17,60.1300,,,39.9100,,,8.2729,60.4800,12.0445
2005-03-18,59.9401,,,39.6500,,,8.3513,60.2000,12.0445
2005-03-21,59.6002,,,39.4700,,,8.2392,60.0000,11.9939
2005-03-22,59.4999,,,39.5600,,,8.1047,59.3200,11.7915
2005-03-23,58.7399,,,39.4100,,,8.0599,57.9600,11.5385
2005-03-24,58.6602,,,39.3800,,,7.9926,57.9600,11.6397
2005-03-28,58.1398,,,39.1900,,,7.9702,57.0800,11.2247
2005-03-29,57.6700,,,39.1300,,,7.8245,56.6900,11.2753
2005-03-30,58.3100,,,39.3600,,,8.1383,56.7900,11.3462
2005-03-31,59.1999,,,39.7500,,,7.9702,58.9300,11.6903
2005-04-01,59.3902,,,39.5300,,,8.0599,60.2900,11.7915
2005-04-04,59.3700,,,39.4100,,,8.0487,60.1500,11.7915
2005-04-05,59.2500,,,39.6800,,,7.9590,59.1000,11.6296
2005-04-06,59.5501,,,39.8100,,,7.9366,60.2900,11.5587
2005-04-07,59.4699,,,39.4000,,,8.0711,59.4600,11.5486
2005-04-08,59.2500,,,39.5500,,,8.1159,59.0600,11.6397
2005-04-11,59.4000,,,39.7100,,,8.0374,59.5900,11.6903
2005-04-12,59.4000,,,40.0600,,,7.9926,58.5500,11.6903
2005-04-13,58.7502,,,40.1000,,,7.8693,57.1000,11.7308
2005-04-14,58.1998,,,39.8200,,,7.7796,56.6000,11.6903
2005-04-15,57.3301,,,39.4800,,,7.6227,55.3500,11.7004
2005-04-18,57.6301,,,39.6200,,,7.6227,55.8100,11.7915
2005-04-19,58.1000,,,39.5200,,,7.6675,57.2500,11.8826
2005-04-20,57.7399,,,39.4400,,,7.6563,56.5500,11.8927
2005-04-21,57.9499,,,39.4000,,,7.7012,57.4800,11.8927
2005-04-22,57.7999,,,39.3800,,,7.6115,57.4500,11.9939
2005-04-25,58.1801,,,39.3300,,,7.7572,58.0400,12.0445
2005-04-26,58.1501,,,39.3300,,,7.7348,57.8900,12.0344
2005-04-27,57.6400,,,39.4800,,,7.6787,56.5500,12.0749
2005-04-28,57.5101,,,39.7400,,,7.3537,55.8200,11.8927
2005-04-29,57.7699,,,40.1000,,,7.4097,55.8800,11.9433
2005-05-02,58.4000,,,40.4200,,,7.2303,57.4900,11.9433
2005-05-03,58.0301,,,40.1500,,,7.2303,56.4100,11.9433
2005-05-04,58.6302,,,40.5000,,,7.2976,57.2000,11.9838
2005-05-05,58.7399,,,40.3700,,,7.3537,57.8900,12.0850
2005-05-06,59.0001,,,40.4100,,,7.3649,58.6000,12.1356
2005-05-09,59.3301,,,40.4800,,,7.5891,58.7500,12.2470
2005-05-10,58.9298,,,40.3500,,,7.4321,58.4500,12.1457
2005-05-11,58.7601,,,40.1900,,,7.5106,57.8600,12.1964
2005-05-12,57.9499,,,40.0900,,,7.4994,56.3900,12.0951
2005-05-13,57.7300,,,39.8300,,,7.7908,55.8700,12.0749
2005-05-16,58.0001,,,40.2500,,,7.8020,55.6100,11.9433
2005-05-17,58.3100,,,40.0300,,,7.8469,56.7100,12.0850
2005-05-18,58.6499,,,40.2500,,,7.9702,56.2500,12.1862
2005-05-19,58.9200,,,40.3600,,,8.0487,56.9600,12.1660
2005-05-20,58.9298,,,40.4600,,,8.0150,56.5000,12.2976
2005-05-24,59.3001,,,40.5100,,,8.1047,57.7700,12.3988
2005-05-25,59.3001,,,40.1500,,,8.0374,58.4300,12.3381
2005-05-26,59.4802,,,40.1700,,,8.0487,59.0300,12.3988
2005-05-27,59.8900,,,40.3000,,,8.0487,59.7800,12.5506
2005-05-30,60.2500,,,40.4800,,,8.1383,60.3000,12.4899
2005-05-31,59.8698,,,40.4800,,,8.0823,59.1900,12.4595
2005-06-01,60.0001,,,40.1600,,,8.2056,60.0500,12.5911
2005-06-02,59.9200,,,40.1600,,,8.2168,59.7500,12.5506
2005-06-03,60.1999,,,40.2700,,,8.1271,60.5200,12.5202
2005-06-06,60.1399,,,40.4100,,,7.9590,60.8000,12.6113
2005-06-07,60.2200,,,40.6700,,,7.8693,60.4600,12.6012
2005-06-08,60.4601,,,40.7600,,,7.8469,61.4000,12.6518
2005-06-09,60.9899,,,40.9000,,,7.8245,62.7100,12.6518
2005-06-10,60.9800,,,40.7700,,,7.6003,63.7000,12.6518
2005-06-13,61.3598,,,40.7000,,,7.6563,64.4000,12.6417
2005-06-14,61.2501,,,40.5800,,,7.6227,64.7000,12.7024
2005-06-15,61.4901,,,40.6000,,,7.5666,65.3800,12.8543
2005-06-16,62.1699,,,40.7200,,,7.5891,66.5400,12.9049
2005-06-17,62.1498,,,40.7000,,,7.7012,66.4100,12.7632
2005-06-20,62.5201,,,40.8600,,,7.6787,67.6700,12.7530
2005-06-21,62.2998,,,41.0400,,,7.7796,66.2000,12.6923
2005-06-22,62.8999,,,41.5900,,,7.8245,67.1200,12.7126
2005-06-23,62.4301,,,41.5400,,,7.7236,67.0000,12.7530
2005-06-24,62.5300,,,41.7400,,,7.6899,66.9900,12.8036
2005-06-27,62.3200,,,41.4500,,,7.5554,68.2600,12.5506
2005-06-28,62.5900,,,41.7900,,,7.6787,67.3000,12.5202
2005-06-29,62.3898,,,41.7700,,,7.5778,66.5300,12.6012
2005-06-30,61.8900,,,41.2800,,,7.4994,66.3000,12.4494
2005-07-04,61.9299,,,41.1800,,,7.3424,68.0000,12.5506
2005-07-05,62.7199,,,41.3900,,,7.5218,70.0400,12.7530
2005-07-06,62.9201,,,41.3500,,,7.4994,70.1300,12.7530
2005-07-07,63.1001,,,41.4000,,,7.4657,70.4000,12.7429
2005-07-08,63.3500,,,41.7700,,,7.4545,70.4100,12.7935
2005-07-11,63.7701,,,41.9600,,,7.5106,70.2200,12.7935
2005-07-12,63.8001,,,41.9700,,,7.5330,70.8700,12.8138
2005-07-13,63.5000,,,42.0200,,,7.5554,70.4000,12.8036
2005-07-14,63.0500,,,42.0800,,,7.6003,68.4100,12.8036
2005-07-15,63.1700,,,42.0700,,,7.6899,68.4500,13.0061
2005-07-18,63.1400,,,42.4000,,,7.5778,67.9000,12.9150
2005-07-19,63.9600,,,42.5900,,,7.7348,69.1500,12.9555
2005-07-20,64.3599,,,42.7600,,,7.7684,69.2400,12.9150
2005-07-21,64.3500,,,42.9500,,,7.5891,68.8000,13.0061
2005-07-22,64.6299,,,42.8400,,,7.4657,70.3300,12.9555
2005-07-25,64.5202,,,43.0100,,,7.3312,70.6800,12.9555
2005-07-26,64.7500,,,43.1500,,,7.4770,70.5300,13.0567
2005-07-27,65.6000,,,43.6600,,,7.5891,72.2800,13.1579
2005-07-28,65.6300,,,43.6000,,,7.5666,72.4500,13.3097
2005-07-29,64.8799,,,42.9700,,,7.5106,71.6000,13.2591
2005-08-02,66.3501,,,43.6500,,,7.5106,74.6000,13.0668
2005-08-03,65.9099,,,43.1500,,,7.5218,74.1600,13.1073
2005-08-04,66.0200,,,42.7800,,,7.4545,75.8300,13.1680
2005-08-05,65.6999,,,42.4500,,,7.3985,75.7500,13.0567
2005-08-08,66.0899,,,42.0600,,,7.5442,77.0200,12.9858
2005-08-09,66.1602,,,42.2600,,,7.6451,76.5000,12.9555
2005-08-10,66.3501,,,42.3500,,,7.5330,77.9100,12.9656
2005-08-11,66.8199,,,42.3100,,,7.6115,77.8200,13.0567
2005-08-12,66.7200,,,42.3600,,,7.7124,77.4500,13.1579
2005-08-15,66.3600,,,42.5700,,,7.7236,75.9200,13.2085
2005-08-16,65.9099,,,42.3700,,,7.6451,74.7300,13.2085
2005-08-17,65.4298,,,42.5500,,,7.7124,73.0500,13.2085
2005-08-18,64.8001,,,41.9000,,,7.6115,72.4800,13.1579
2005-08-19,65.6000,,,42.3200,,,7.7572,74.1700,13.1984
2005-08-22,65.6900,,,42.0800,,,7.8693,74.7400,13.2591
2005-08-23,65.3998,,,41.6700,,,7.8357,74.8800,13.2186
2005-08-24,65.6201,,,41.9000,,,7.7460,76.2800,13.2591
2005-08-25,65.9399,,,42.2000,,,7.8245,76.3400,13.2591
2005-08-26,65.4199,,,42.0500,,,7.7908,75.2100,13.3097
2005-08-29,65.8901,,,42.3700,,,7.7796,76.3000,13.2895
2005-08-30,66.0402,,,42.3400,,,7.6115,77.8300,13.3198
2005-08-31,66.4701,,,42.4400,,,7.7124,79.5900,13.3097
2005-09-01,67.8898,,,42.7200,,,7.8581,81.7400,13.3603
2005-09-02,67.3399,,,42.6000,,,7.7908,80.5500,13.3603
2005-09-06,67.2700,,,42.7600,,,7.8805,80.0200,13.4109
2005-09-07,67.4299,,,42.7300,,,8.0711,79.6600,13.3603
2005-09-08,67.4200,,,42.6600,,,8.0262,79.6100,13.5526
2005-09-09,67.9001,,,42.8400,,,8.0711,81.1800,13.6134
2005-09-12,67.9001,,,43.0200,,,8.1271,80.2700,13.6640
2005-09-13,67.5400,,,43.0100,,,8.1383,79.1700,13.5830
2005-09-14,67.9901,,,43.1900,,,8.0038,81.2700,13.6538
2005-09-15,68.2799,,,43.3700,,,7.9926,81.3800,13.5121
2005-09-16,68.5602,,,43.4200,,,7.9590,81.5300,13.6134
2005-09-19,68.7698,,,43.4700,,,7.8469,83.5400,13.5121
2005-09-20,68.3501,,,43.2200,,,7.7684,82.5600,13.3198
2005-09-21,68.6399,,,43.1500,,,7.7908,83.7500,13.3097
2005-09-22,68.0398,,,43.1000,,,7.7124,82.2700,12.8036
2005-09-23,68.3900,,,43.4800,,,7.7796,80.6100,12.7530
2005-09-26,69.2001,,,43.6900,,,7.8020,82.7400,12.6518
2005-09-27,69.5701,,,44.3300,,,7.9029,82.5400,12.9049
2005-09-28,69.1701,,,43.7100,,,7.8469,83.6300,13.1579
2005-09-29,68.9498,,,43.5700,,,7.6451,83.3700,13.3097
2005-09-30,68.7599,,,43.7000,,,7.6339,83.1000,13.5425
2005-10-03,69.0600,,,43.9700,,,7.6675,84.0900,13.4109
2005-10-04,68.6802,,,43.6400,,,7.6787,81.3000,13.2085
2005-10-05,67.0299,,,43.4500,,,7.6787,77.3300,12.8441
2005-10-06,65.8001,,,43.1300,,,7.6563,73.3500,12.5506
2005-10-07,66.1002,,,42.9000,,,7.5442,75.0300,12.9049
2005-10-11,66.1701,,,42.5700,,,7.4433,76.0100,12.9049
2005-10-12,65.5001,,,42.5700,,,7.4209,73.8500,12.6518
2005-10-13,65.0299,,,42.7200,,,7.5442,71.2600,12.4494
2005-10-14,65.4598,,,42.6600,,,7.5891,73.5000,12.2976
2005-10-17,65.8199,,,42.6500,,,7.7012,74.7900,12.1457
2005-10-18,64.5901,,,42.3400,,,7.6227,71.3600,12.0951
2005-10-19,65.3102,,,42.5700,,,7.6227,74.2000,11.9433
2005-10-20,63.9398,,,42.2600,,,7.5442,69.7500,11.7409
2005-10-21,64.2999,,,42.4300,,,7.5330,70.5000,12.0850
2005-10-24,65.1002,,,42.4200,,,7.5106,72.4300,12.0951
2005-10-25,64.9399,,,42.0200,,,7.3985,74.1000,12.3988
2005-10-26,64.4199,,,42.1200,,,7.3312,72.2000,12.4494
2005-10-27,63.6801,,,42.2800,,,7.3088,70.9900,12.4494
2005-10-28,64.5502,,,42.4900,,,7.3649,71.9200,12.5000
2005-10-31,65.0800,,,43.1000,,,7.4433,72.0000,12.5506
2005-11-01,65.1602,,,43.0700,,,7.4097,72.5500,12.5506
2005-11-02,66.2798,,,43.2600,,,7.5442,75.7500,12.5506
2005-11-03,66.7800,,,43.3200,,,7.5442,77.9900,12.6012
2005-11-04,66.6000,,,43.5300,,,7.6339,76.6200,12.5405
2005-11-07,66.7299,,,44.0000,,,7.7572,74.8000,12.4899
2005-11-08,66.5601,,,43.6600,,,7.6227,75.1100,12.5000
2005-11-09,66.8199,,,44.1700,,,7.5218,74.7500,12.6518
2005-11-10,66.2901,,,44.4800,,,7.6227,71.3800,12.7024
2005-11-11,66.8100,,,44.5600,,,7.6563,72.4000,12.7126
2005-11-14,66.8700,,,44.7400,,,7.7348,72.4000,12.7530
2005-11-15,66.7101,,,44.5600,,,7.7124,72.2500,12.6518
2005-11-16,67.2100,,,44.7200,,,7.5891,74.8400,12.6012
2005-11-17,67.3900,,,44.8300,,,7.6003,74.4000,12.7530
2005-11-18,67.3600,,,44.8300,,,7.6339,73.6400,12.6518
2005-11-21,67.6802,,,45.1800,,,7.7124,74.7800,12.8036
2005-11-22,68.2601,,,45.3900,,,7.6339,76.8300,12.8036
2005-11-23,68.4899,,,45.6300,,,7.5891,76.2000,13.1579
2005-11-24,69.6001,,,46.8400,,,7.5666,76.7900,13.4717
2005-11-25,69.3999,,,46.4400,,,7.5218,76.7900,13.4109
2005-11-28,69.0900,,,46.4600,,,7.4433,74.5900,13.6134
2005-11-29,69.0201,,,46.5200,,,7.3985,74.4000,13.5628
2005-11-30,68.5100,,,45.8600,,,7.2640,74.5200,13.5223
2005-12-01,69.3399,,,45.9700,,,7.4770,77.0000,13.5628
2005-12-02,69.5701,,,46.1600,,,7.4433,78.2000,13.5020
2005-12-05,69.8101,,,46.1300,,,7.3424,78.8800,13.7146
2005-12-06,70.2002,,,46.2000,,,7.3312,79.7600,13.7146
2005-12-07,70.5101,,,46.1500,,,7.3200,80.4900,13.8158
2005-12-08,70.5298,,,45.9400,,,7.2416,82.2000,13.7348
2005-12-09,70.4801,,,45.9600,,,7.3537,81.0000,13.7348
2005-12-12,70.3901,,,45.7300,,,7.4545,82.0000,13.7652
2005-12-13,70.6700,,,45.6300,,,7.4321,83.2000,13.8158
2005-12-14,70.2902,,,45.7200,,,7.4545,82.8000,13.8563
2005-12-15,70.3001,,,45.6000,,,7.5218,81.9500,13.8462
2005-12-16,70.2100,,,46.2100,,,7.4209,80.5000,13.6134
2005-12-19,70.4098,,,46.4500,,,7.4994,80.4700,13.5931
2005-12-20,70.5200,,,46.6800,,,7.4433,81.4900,13.6741
2005-12-21,71.0999,,,47.1400,,,7.4433,81.0800,13.9170
2005-12-22,71.0601,,,47.0000,,,7.6227,80.8100,13.7652
2005-12-23,70.7099,,,46.6900,999999.9999,,7.6339,80.3500,13.6336
2005-12-28,71.0202,,,46.8700,20.7500,,7.6003,79.9700,13.7652
2005-12-29,71.1698,,,46.8900,20.9300,,7.6339,79.8500,13.8158
2005-12-30,71.0300,,,46.7500,20.7900,,7.5442,80.0500,13.7247
2006-01-03,71.9799,,,47.3500,21.1500,,7.6339,82.1900,13.7449
2006-01-04,72.3001,,,47.5000,21.4700,,7.7348,82.9000,13.7449
2006-01-05,72.2401,,,47.5400,21.5500,,7.9029,81.8500,13.7854
2006-01-06,73.2299,,,47.6000,21.9800,,8.1832,83.5900,13.7854
2006-01-09,72.9800,,,47.3000,22.1800,,8.1832,82.9000,13.7551
2006-01-10,72.8501,,,47.4000,21.9200,,8.1271,83.5800,13.9170
2006-01-11,73.0301,,,47.7100,21.8500,,8.1495,83.4300,14.0081
2006-01-12,73.1000,,,47.7500,21.8000,,8.0823,83.3000,14.0587
2006-01-13,73.1999,,,47.6000,21.9200,,7.9029,84.2400,14.0587
2006-01-16,73.7798,,,47.7700,22.1200,,7.9141,86.0600,14.1599
2006-01-17,73.7301,,,47.5900,22.0200,,7.7348,87.2000,14.1700
2006-01-18,72.6602,,,47.2000,21.6100,,7.6787,85.6800,14.1599
2006-01-19,73.7001,,,47.0500,22.0800,,7.8020,87.8400,14.2206
2006-01-20,73.2200,,,46.8600,21.8400,,7.5554,88.1500,14.3016
2006-01-23,73.8098,,,47.1400,22.0000,,7.3985,90.4300,14.2915
2006-01-24,73.9500,,,47.1500,22.0700,,7.4545,89.1500,14.3117
2006-01-25,73.6298,,,47.0700,22.3300,,7.4545,87.0500,14.2915
2006-01-26,74.0499,,,47.1600,22.6500,,7.5778,88.0400,14.3623
2006-01-27,74.6598,,,47.3200,22.9600,,7.6339,89.6300,14.3623
2006-01-30,75.2501,,,47.3900,23.2200,,7.6451,91.2900,14.4231
2006-01-31,75.3499,,,47.5300,23.4800,,7.5778,91.3200,14.4130
2006-02-01,75.4601,,,47.5600,23.4600,,7.9029,90.9300,14.3927
2006-02-02,75.3199,,,47.6800,23.3500,,7.8133,90.6500,14.4028
2006-02-03,75.2599,,,47.6200,23.1900,,7.7796,90.8600,14.3219
2006-02-06,76.0002,,,47.9100,23.5800,,7.7236,93.0800,14.2206
2006-02-07,74.5698,,,47.8400,22.6700,,7.6787,88.7000,14.0486
2006-02-08,73.8501,,,47.4300,22.6300,,7.6003,87.0400,13.8664
2006-02-09,73.8501,,,47.8200,22.6900,,7.6227,85.1400,13.8664
2006-02-10,73.5501,,,48.3800,22.3100,,7.6787,83.3000,13.8664
2006-02-13,72.3700,,,48.2200,21.7200,,7.6115,81.8800,13.6235
2006-02-14,73.0001,,,48.5300,22.3300,,7.6339,82.2200,13.6134
2006-02-15,72.8098,,,48.7000,21.9800,,7.6227,80.4300,13.8664
2006-02-16,73.7301,,,48.5400,22.3300,,7.7236,83.1100,14.1093
2006-02-17,74.1399,,,48.7100,22.6200,,7.7348,84.3700,14.3320
2006-02-20,74.8999,,,48.5800,22.9100,,7.6339,87.5600,14.5749
2006-02-21,74.5998,,,48.5100,22.7800,,7.6675,86.3900,14.3826
2006-02-22,74.2402,,,48.8600,22.8600,,7.6787,83.8000,14.4534
2006-02-23,74.1999,,,49.0500,22.5600,,7.5778,83.6500,14.4939
2006-02-24,74.5098,,,49.0100,22.7000,,7.7908,84.2600,14.6154
2006-02-27,73.9599,,,49.3800,22.1800,,7.6451,81.9300,14.5648
2006-02-28,73.5801,,,49.0800,22.1000,,7.4770,81.9500,14.5749
2006-03-01,74.2500,,,49.0900,22.5100,,7.6339,84.0900,14.6255
2006-03-02,75.1502,,,49.1200,23.0400,,7.7796,85.7000,14.6660
2006-03-03,75.5000,,,49.5100,23.1400,,7.8020,86.4800,14.6761
2006-03-06,75.0002,,,49.5000,22.6500,,8.0599,84.3500,14.4737
2006-03-07,74.4601,,,49.5000,22.2600,,8.1047,82.9500,14.2713
2006-03-08,74.0400,,,49.4300,22.0000,,8.0711,82.2400,14.3219
2006-03-09,74.2200,,,49.7000,21.8700,,8.0262,82.6600,14.3219
2006-03-10,74.7499,,,49.9100,22.2700,,8.0262,83.6000,14.4028
2006-03-13,74.9500,,,49.8000,22.2000,,7.9478,85.4600,14.4939
2006-03-14,75.6701,,,49.9100,22.4300,,8.0374,87.0000,14.5040
2006-03-15,76.0499,,,49.9600,22.6900,,8.2280,87.5100,14.4838
2006-03-16,76.4301,,,49.9800,22.6900,,8.0374,88.4400,14.6862
2006-03-17,75.9402,,,49.5400,22.7500,,8.0935,87.4300,14.8684
2006-03-20,75.7001,,,49.9100,22.7100,,8.0599,85.0800,14.4534
2006-03-21,75.5000,,,49.9800,22.4900,,8.0599,85.4200,14.4433
2006-03-22,75.6800,,,49.8500,22.6200,,8.0038,86.2900,14.5142
2006-03-23,76.0199,,,49.9800,22.8400,,7.9814,87.1900,14.6053
2006-03-24,76.5201,,,50.2300,23.2000,,8.0711,88.1200,14.6154
2006-03-27,76.4100,,,50.0200,23.4700,,8.0599,87.8400,14.6457
2006-03-28,75.8300,,,49.8100,23.1600,,7.9814,88.0300,14.4939
2006-03-29,76.7400,,,49.9900,23.7000,,8.1383,89.2500,14.6761
2006-03-30,76.8999,,,50.0100,24.0400,,8.3065,89.1600,14.5142
2006-03-31,76.3298,,,49.6500,23.8700,,8.3289,87.9000,14.5243
2006-04-03,76.7002,,,49.7100,24.3000,,8.3962,89.1000,14.3522
2006-04-04,76.5999,,,49.5300,24.2100,,8.3401,89.2500,14.3927
2006-04-05,77.2999,,,49.7300,24.7700,,8.3177,90.4000,14.3826
2006-04-06,77.5399,,,49.6400,25.1200,,8.3177,90.3600,14.4028
2006-04-07,77.0500,,,49.6000,24.6700,,8.1159,89.7800,14.3016
2006-04-10,77.3800,,,49.5200,24.9400,,7.9926,91.2600,14.2510
2006-04-11,76.6702,,,49.1800,24.4800,,7.8581,90.2000,14.1093
2006-04-12,76.6702,,,48.7600,24.7300,,7.8469,90.5600,14.1802
2006-04-13,76.9698,,,49.0600,24.8700,,7.9254,90.8400,14.0789
2006-04-17,77.3299,,,49.0400,25.2900,,7.8133,91.8000,14.0081
2006-04-18,78.4499,,,49.0300,25.7000,,7.9366,93.5500,14.0789
2006-04-19,78.5099,,,49.0300,25.9100,,7.8693,94.2900,14.0891
2006-04-20,77.4700,,,48.9200,25.0400,,7.8581,92.4600,14.1700
2006-04-21,78.3500,,,49.0400,25.5200,,7.8133,94.1300,14.1700
2006-04-24,77.9000,,,48.7700,25.3100,,7.7012,92.8000,14.1802
2006-04-25,77.7199,,,48.8700,25.3100,,7.7684,92.2100,13.9980
2006-04-26,77.6702,,,49.2100,25.5100,,7.6451,91.0300,13.8259
2006-04-27,76.7700,,,49.2400,24.7200,,7.7236,89.6000,13.7854
2006-04-28,76.8901,,,48.7600,25.3200,,7.5554,90.0400,13.9069
2006-05-01,77.0800,,,48.4500,25.5900,,7.3985,91.1700,13.8664
2006-05-02,77.2201,,,48.2300,25.6700,,7.4657,91.8300,13.7247
2006-05-03,76.7400,,,48.0800,25.4100,,7.5891,90.7000,13.7955
2006-05-04,76.6102,,,47.6000,25.9900,,7.6675,89.1900,13.7652
2006-05-05,77.2300,,,48.3600,26.3000,,7.6451,89.4900,13.8057
2006-05-08,77.2999,,,48.2500,26.7000,,7.6451,89.4100,13.9676
2006-05-09,77.7701,,,47.6400,27.3200,,7.5330,91.1400,14.0283
2006-05-10,77.5999,,,47.6900,27.2500,,7.3649,91.2400,13.9575
2006-05-11,76.5999,,,46.7900,26.8200,,7.2191,90.5600,13.9676
2006-05-12,76.0002,,,47.4300,26.2300,,7.2976,88.1800,13.7652
2006-05-15,74.4601,,,47.6700,24.9800,,7.1855,84.6500,13.6640
2006-05-16,74.4901,,,47.8700,24.9600,,7.0398,84.7500,13.7348
2006-05-17,73.5599,,,47.3500,24.4100,,7.0174,82.8500,13.6134
2006-05-18,72.8801,,,46.8600,24.1500,,6.8940,81.8200,13.6235
2006-05-19,72.9200,,,47.0400,24.2000,,6.9277,82.2500,13.6134
2006-05-23,72.9200,,,46.5200,24.1900,,6.7932,83.1000,13.7045
2006-05-24,72.1600,,,46.8000,23.5600,,6.7371,81.3900,13.6336
2006-05-25,73.4399,,,47.1700,24.1000,,6.7259,84.3000,13.8360
2006-05-26,74.1999,,,47.3400,24.5500,,6.7707,85.5900,14.0182
2006-05-29,74.8501,,,47.2700,24.8000,,6.7371,87.7700,14.0182
2006-05-30,74.0001,,,47.2800,24.2500,,6.6586,85.5200,13.9777
2006-05-31,74.4498,,,46.9500,24.4400,,6.7371,87.0000,13.9271
2006-06-01,74.8201,,,47.2800,24.4400,,6.8044,87.7500,13.8360
2006-06-02,75.1399,,,47.3200,24.5600,,6.7595,88.6100,13.8664
2006-06-05,74.0001,,,46.7800,23.9600,,6.6362,86.9600,13.8158
2006-06-06,73.4699,,,47.0300,23.4700,,6.6026,86.3500,13.7348
2006-06-07,72.5899,,,46.9500,23.1400,,6.5465,82.9200,13.6235
2006-06-08,72.0001,,,46.7500,22.7600,,6.5802,83.0200,13.5729
2006-06-09,71.9799,,,46.7400,22.6500,,6.4681,82.3000,13.6437
2006-06-12,70.5200,,,46.6600,21.7900,,6.3560,79.6000,13.5324
2006-06-13,68.9799,,,45.6500,21.2300,,6.2551,76.4600,13.4211
2006-06-14,69.1500,,,45.2900,21.5700,,6.2663,78.5500,13.0364
2006-06-15,71.0601,,,45.5700,22.6000,,6.4793,81.6000,13.2692
2006-06-16,71.0699,,,45.8100,22.5000,,6.5241,81.6500,13.3198
2006-06-19,69.5199,,,45.6400,21.8600,,6.3223,78.2400,13.2490
2006-06-20,69.5101,,,45.3500,21.9500,,6.3223,78.3000,13.1579
2006-06-21,70.2602,,,45.3000,22.5500,,6.3448,79.9200,13.2085
2006-06-22,70.6301,,,45.2700,22.5300,,6.4344,80.7500,13.1174
2006-06-23,71.2298,,,45.1600,22.8500,,6.5690,82.9400,13.1984
